Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
VK53354,,,Bachelor,,0.0,95.0,0,Special Auto,Two-Door Car,684.0,Washington,M
OI77877,,,High School or Below,,31134.0,96.0,0,Personal Auto,Four-Door Car,666.5271,Oregon,M
EH13261,,,Master,,50512.0,67.0,0,Personal Auto,Four-Door Car,351.403677,California,M
GW14698,,,College,,80604.0,61.0,0,Corporate Auto,Four-Door Car,255.982609,Arizona,F
PO56357,,,High School or Below,,64604.0,67.0,1,Personal Auto,Four-Door Car,272.445607,California,F
IC47914,,,College,,0.0,103.0,0,Corporate Auto,Four-Door Car,741.6,California,M
IK12576,,,Bachelor,,95647.0,106.0,0,Personal Auto,Two-Door Car,508.8,Oregon,F
NC68853,,,High School or Below,,0.0,104.0,0,Personal Auto,SUV,499.2,Oregon,M
TG40558,,,High School or Below,,60969.0,61.0,0,Corporate Auto,Four-Door Car,146.119178,Oregon,M
NB40107,,,High School or Below,,0.0,76.0,0,Corporate Auto,Four-Door Car,547.2,Arizona,M
XD86462,,,College,,20676.0,79.0,0,Personal Auto,Four-Door Car,379.2,Oregon,M
HA45220,,,High School or Below,,37874.0,65.0,0,Corporate Auto,Four-Door Car,41.016038,California,F
OT24208,,,Bachelor,,14382.0,66.0,0,Personal Auto,Four-Door Car,316.8,California,M
LM93586,,,High School or Below,,32314.0,92.0,0,Personal Auto,Four-Door Car,662.4,Arizona,M
CA70404,,,High School or Below,,62455.0,77.0,1,Personal Auto,Two-Door Car,338.144854,California,M
UY94269,,,Master,,35605.0,74.0,0,Personal Auto,Two-Door Car,355.2,Oregon,F
FM59265,,,Bachelor,,0.0,103.0,0,Personal Auto,SUV,741.6,Washington,F
TZ51184,,,College,,0.0,137.0,0,Corporate Auto,SUV,986.4,Arizona,M
BZ85280,,,College,,10334.0,64.0,0,Personal Auto,Four-Door Car,296.962938,Oregon,M
BL93527,,,High School or Below,,44025.0,69.0,0,Personal Auto,Two-Door Car,331.2,Arizona,M
FL77069,,,Bachelor,,32397.0,190.0,0,Corporate Auto,Luxury,334.626758,California,F
HX31231,,,Bachelor,,24345.0,106.0,0,Corporate Auto,Four-Door Car,637.695945,Arizona,F
OO11998,,,Master,,94804.0,115.0,4,Personal Auto,SUV,764.592151,Oregon,M
CW12066,,,College,,25370.0,102.0,0,Corporate Auto,Luxury,489.6,Oregon,F
GD17919,,,College,,0.0,78.0,0,Special Auto,Four-Door Car,561.6,Arizona,F
HA40978,,,College,,53234.0,109.0,0,Personal Auto,Four-Door Car,1212.988796,California,M
DO80363,,,High School or Below,,0.0,108.0,0,Personal Auto,Four-Door Car,912.581597,Arizona,M
UH79890,,,High School or Below,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Oregon,M
HA82735,,,Bachelor,,0.0,121.0,2,Personal Auto,SUV,1032.204305,Arizona,F
DQ71306,,,High School or Below,,19013.0,95.0,0,Corporate Auto,Four-Door Car,456.0,Oregon,M
GN64199,,,Doctor,,0.0,73.0,0,Personal Auto,Four-Door Car,490.690995,Oregon,F
OU78642,,,Master,,81568.0,186.0,0,Personal Auto,Luxury,737.442295,Arizona,F
PR59105,,,High School or Below,,53223.0,72.0,0,Personal Auto,Four-Door Car,299.788806,Oregon,F
TM94572,,,Bachelor,,0.0,123.0,0,Personal Auto,SUV,885.6,Arizona,M
AP63665,,,Bachelor,,59253.0,89.0,0,Personal Auto,Four-Door Car,67.801384,Oregon,F
AZ64856,,,High School or Below,,34452.0,126.0,0,Personal Auto,SUV,604.8,California,F
IC12985,,,Bachelor,,40160.0,118.0,1,Personal Auto,Four-Door Car,566.4,Arizona,M
KH81863,,,College,,22571.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon,F
EE49066,,,High School or Below,,62365.0,62.0,0,Corporate Auto,Four-Door Car,297.6,Oregon,F
IZ37104,,,Doctor,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,California,M
BA66627,,,Bachelor,,22220.0,105.0,0,Personal Auto,Luxury,22.45383,Nevada,F
XZ54522,,,Bachelor,,76266.0,110.0,1,Personal Auto,Two-Door Car,155.708627,Nevada,F
VE46465,,,Master,,0.0,128.0,1,Personal Auto,Luxury,1548.310532,Oregon,M
LD71221,,,Bachelor,,0.0,68.0,3,Personal Auto,Two-Door Car,230.109964,Oregon,F
YB66933,,,Bachelor,,77552.0,68.0,1,Corporate Auto,Four-Door Car,45.215059,Washington,F
EQ15944,,,Doctor,,76474.0,74.0,2,Personal Auto,Four-Door Car,355.2,Oregon,F
CR92272,,,Doctor,,57664.0,100.0,0,Personal Auto,SUV,344.92729,Arizona,F
JJ94311,,,Bachelor,,82377.0,83.0,0,Personal Auto,Four-Door Car,498.335261,Oregon,M
EO42272,,,Bachelor,,44856.0,66.0,1,Corporate Auto,Four-Door Car,316.8,California,F
LA34671,,,College,,0.0,77.0,0,Personal Auto,Four-Door Car,369.6,Arizona,M
ZF73834,,,Bachelor,,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005,California,F
UM14135,,,Bachelor,,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6,Nevada,F
YA14448,,,College,,0.0,83.0,0,Personal Auto,Four-Door Car,398.4,Arizona,F
QL10321,,,Doctor,,92509.0,71.0,0,Personal Auto,Four-Door Car,109.296118,California,F
ZL17677,,,Master,,15505.0,68.0,0,Personal Auto,Two-Door Car,383.890867,Washington,F
WE57129,,,Master,,21979.0,73.0,0,Personal Auto,Two-Door Car,518.686584,Washington,M
SO57563,,,College,,54878.0,96.0,3,Personal Auto,Four-Door Car,204.953947,Arizona,M
SO38188,,,Bachelor,,40178.0,136.0,0,Special Auto,SUV,652.8,Oregon,M
YD65161,,,Bachelor,,65436.0,73.0,0,Personal Auto,Four-Door Car,40.752864,California,F
QH12810,,,Bachelor,,0.0,106.0,0,Personal Auto,SUV,763.2,Oregon,F
OU81877,,,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon,M
CN49086,,,Doctor,,57709.0,125.0,0,Corporate Auto,SUV,600.0,California,M
BD53342,,,College,,21604.0,79.0,0,Personal Auto,Four-Door Car,379.2,Washington,F
FI75266,,,Bachelor,,28422.0,68.0,1,Corporate Auto,Four-Door Car,453.909559,Oregon,M
GH86762,,,Bachelor,,59853.0,124.0,0,Special Auto,SUV,570.847354,California,F
HP55853,,,College,,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411,California,M
WB43408,,,College,,51523.0,116.0,0,Personal Auto,SUV,738.840818,Oregon,F
MF41879,,,Doctor,,0.0,110.0,0,Personal Auto,SUV,601.021286,Oregon,M
YU21725,,,High School or Below,,0.0,66.0,1,Corporate Auto,Four-Door Car,475.2,Washington,F
AY98473,,,College,,32989.0,102.0,0,Personal Auto,SUV,489.6,Arizona,F
TX34322,,,College,,0.0,70.0,1,Personal Auto,Two-Door Car,336.0,Oregon,M
AK61491,,,Doctor,,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904,Oregon,M
XC32316,,,High School or Below,,0.0,131.0,0,Corporate Auto,SUV,628.8,Arizona,M
WN59735,,,College,,26477.0,66.0,0,Personal Auto,Four-Door Car,144.987956,California,F
WW99844,,,High School or Below,,53607.0,61.0,0,Personal Auto,Four-Door Car,93.891207,Oregon,F
YG38576,,,College,,21594.0,71.0,3,Personal Auto,Four-Door Car,340.8,Arizona,M
AT62618,,,Bachelor,,0.0,85.0,0,Personal Auto,Four-Door Car,612.0,Oregon,F
EE48429,,,High School or Below,,80584.0,65.0,0,Personal Auto,Two-Door Car,312.0,Nevada,F
SX95355,,,Bachelor,,67511.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,F
IU54219,,,Master,,19614.0,85.0,0,Special Auto,Two-Door Car,574.024018,Oregon,F
WX65636,,,Bachelor,,0.0,82.0,2,Corporate Auto,Four-Door Car,511.320391,Arizona,F
ZE71012,,,Bachelor,,20346.0,74.0,0,Corporate Auto,Two-Door Car,358.643521,Nevada,M
PU36617,,,College,,48638.0,82.0,0,Personal Auto,Four-Door Car,183.104441,Arizona,M
PA18731,,,College,,46855.0,119.0,0,Personal Auto,SUV,472.391125,Oregon,F
IC51895,,,College,,38873.0,92.0,0,Personal Auto,Two-Door Car,599.811172,Arizona,F
FU43761,,,Doctor,,25703.0,62.0,0,Personal Auto,Four-Door Car,297.6,Nevada,F
BG51419,,,College,,58842.0,110.0,0,Corporate Auto,Four-Door Car,528.0,Washington,M
VY96711,,,Master,,99772.0,158.0,0,Corporate Auto,SUV,51.902587,California,F
KT97561,,,High School or Below,,19683.0,117.0,1,Personal Auto,Luxury,561.6,Arizona,M
BW80872,,,High School or Below,,34549.0,111.0,0,Personal Auto,Four-Door Car,125.933005,Washington,M
TZ81094,,,High School or Below,,19030.0,62.0,0,Corporate Auto,Two-Door Car,355.820799,Nevada,F
XA27536,,,College,,63329.0,92.0,0,Personal Auto,Four-Door Car,441.6,Washington,M
LR61007,,,High School or Below,,79253.0,76.0,0,Corporate Auto,Two-Door Car,254.984946,Arizona,M
WH20102,,,College,,37937.0,116.0,0,Personal Auto,SUV,556.8,California,M
FG60807,,,High School or Below,,21766.0,62.0,0,Corporate Auto,Four-Door Car,179.14181,Oregon,F
TV77808,,,High School or Below,,67132.0,71.0,0,Corporate Auto,Four-Door Car,466.371705,Arizona,M
LA66902,,,College,,0.0,71.0,1,Personal Auto,Two-Door Car,511.2,Arizona,M
PA38372,,,High School or Below,,33060.0,117.0,0,Personal Auto,Four-Door Car,56.731578,Washington,F
NX11526,,,Bachelor,,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2,Arizona,M
HU72679,,,Doctor,,90334.0,119.0,0,Corporate Auto,SUV,423.785148,Oregon,M
HC60268,,,College,,40105.0,104.0,0,Personal Auto,Four-Door Car,878.413622,Oregon,M
SO18542,,,Bachelor,,33409.0,105.0,0,Personal Auto,SUV,553.553427,Oregon,F
SM54018,,,College,,0.0,117.0,1,Personal Auto,Two-Door Car,1163.669865,California,F
CN22369,,,Bachelor,,18608.0,71.0,0,Special Auto,Four-Door Car,340.8,California,M
WY17333,,,High School or Below,,55385.0,61.0,0,Personal Auto,Four-Door Car,292.8,California,M
LP76290,,,Master,,62588.0,104.0,0,Special Auto,Four-Door Car,499.2,Oregon,M
UF93434,,,College,,22050.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,F
VW70435,,,Bachelor,,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869,Oregon,M
AV96010,,,College,,40097.0,92.0,4,Personal Auto,Two-Door Car,227.221652,Oregon,M
DX70966,,,College,,50071.0,71.0,0,Personal Auto,Two-Door Car,18.918935,Nevada,F
VW65429,,,High School or Below,,37308.0,86.0,0,Personal Auto,Four-Door Car,301.011106,Arizona,M
LY17372,,,College,,44743.0,137.0,4,Personal Auto,SUV,741.300032,Arizona,M
BE61743,,,Bachelor,,86657.0,103.0,0,Personal Auto,Luxury,316.227946,Washington,M
GP56044,,,High School or Below,,84306.0,137.0,0,Personal Auto,SUV,863.413385,Washington,M
EA63660,,,College,,0.0,118.0,0,Personal Auto,SUV,566.4,California,F
DP50640,,,Bachelor,,47346.0,65.0,0,Personal Auto,Four-Door Car,312.0,California,M
MM45897,,,Bachelor,,88545.0,68.0,0,Personal Auto,Four-Door Car,374.108319,Nevada,M
OZ86942,,,Bachelor,,52443.0,73.0,1,Corporate Auto,Four-Door Car,350.4,California,F
WI65397,,,Bachelor,,36084.0,99.0,1,Corporate Auto,Two-Door Car,152.779038,Oregon,F
OQ69520,,,Master,,35406.0,69.0,4,Corporate Auto,Four-Door Car,67.504452,Arizona,F
QK12068,,,High School or Below,,0.0,74.0,0,Personal Auto,Four-Door Car,712.126586,Oregon,F
KF98735,,,Bachelor,,41185.0,99.0,4,Special Auto,Four-Door Car,363.613596,California,M
BH28530,,,High School or Below,,51204.0,181.0,0,Personal Auto,Luxury,929.554445,California,M
DW62043,,,College,,30216.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon,F
AF41118,,,College,,10710.0,94.0,0,Personal Auto,Two-Door Car,451.2,California,M
KI82366,,,College,,0.0,112.0,0,Personal Auto,Four-Door Car,806.4,Arizona,M
GF97506,,,High School or Below,,0.0,119.0,0,Personal Auto,Luxury,571.2,Nevada,M
UQ62739,,,College,,0.0,122.0,0,Corporate Auto,SUV,725.870693,Oregon,M
WY58555,,,Bachelor,,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869,Oregon,M
PU11172,,,High School or Below,,0.0,99.0,0,Personal Auto,Four-Door Car,1158.858027,Oregon,F
DN30013,,,College,,53295.0,70.0,0,Personal Auto,Four-Door Car,250.423844,Oregon,F
ZI60303,,,High School or Below,,0.0,139.0,0,Personal Auto,Luxury,1000.8,Oregon,M
MR56401,,,College,,37072.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon,F
FM14335,,,College,,61108.0,89.0,0,Personal Auto,Four-Door Car,49.451117,Washington,F
FK54851,,,High School or Below,,79880.0,79.0,1,Personal Auto,Two-Door Car,568.8,California,M
YF38355,,,Master,,81580.0,101.0,0,Personal Auto,SUV,633.439417,Washington,M
TN39471,,,High School or Below,,0.0,92.0,0,Personal Auto,Two-Door Car,611.844584,Arizona,F
MT53449,,,Master,,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018,Arizona,F
DV22542,,,High School or Below,,58620.0,68.0,0,Personal Auto,Two-Door Car,292.135884,California,M
TO82744,,,High School or Below,,0.0,212.0,0,Personal Auto,Luxury,1526.4,California,F
OG17756,,,College,,12902.0,139.0,0,Personal Auto,Luxury,667.2,Arizona,F
DO51363,,,Bachelor,,26318.0,96.0,0,Personal Auto,Two-Door Car,679.392372,Oregon,F
BJ26599,,,Bachelor,,20263.0,63.0,0,Personal Auto,Four-Door Car,373.454457,Oregon,M
LX24476,,,Bachelor,,0.0,98.0,0,Personal Auto,Four-Door Car,310.842085,Oregon,F
IO63361,,,College,,52819.0,124.0,0,Personal Auto,SUV,282.500791,Arizona,M
SD30853,,,College,,63918.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon,F
OJ41819,,,College,,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,F
MO63575,,,Bachelor,,23904.0,123.0,3,Corporate Auto,SUV,590.4,Oregon,F
BV16459,,,College,,0.0,97.0,1,Personal Auto,Two-Door Car,251.63901,Oregon,M
YV93784,,,Master,,69736.0,111.0,0,Personal Auto,SUV,424.424732,Arizona,F
UF32055,,,Bachelor,,69700.0,181.0,0,Personal Auto,SUV,645.921338,California,M
UQ16798,,,College,,35482.0,129.0,0,Personal Auto,SUV,619.2,Arizona,F
LS59637,,,College,,14030.0,72.0,0,Corporate Auto,Two-Door Car,345.6,Arizona,F
TX35617,,,Bachelor,,50909.0,112.0,0,Personal Auto,SUV,339.048157,California,F
EX89625,,,Bachelor,,96406.0,69.0,0,Personal Auto,Two-Door Car,331.2,Arizona,F
FD11364,,,Bachelor,,77001.0,85.0,0,Special Auto,Four-Door Car,408.0,Oregon,F
FA90076,,,Bachelor,,0.0,72.0,0,Personal Auto,Two-Door Car,518.4,Oregon,F
BG96711,,,Bachelor,,24732.0,67.0,0,Corporate Auto,Four-Door Car,321.6,California,M
PW31239,,,College,,40864.0,109.0,1,Personal Auto,SUV,166.937747,Oregon,F
MD95935,,,Bachelor,,43145.0,73.0,0,Corporate Auto,Two-Door Car,516.421124,California,F
UL10037,,,College,,61108.0,89.0,0,Corporate Auto,Four-Door Car,49.451117,Oregon,F
RE67051,,,Bachelor,,34236.0,70.0,0,Corporate Auto,Four-Door Car,336.0,California,M
SB44315,,,College,,39010.0,78.0,2,Personal Auto,Four-Door Car,374.4,Arizona,M
OX21474,,,High School or Below,,88867.0,69.0,1,Personal Auto,Four-Door Car,331.2,California,M
HN60464,,,Bachelor,,0.0,84.0,0,Personal Auto,Four-Door Car,395.740207,California,M
TJ51874,,,High School or Below,,13908.0,116.0,2,Corporate Auto,SUV,804.130779,Washington,M
PB63095,,,High School or Below,,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,Washington,M
VR81851,,,College,,0.0,64.0,0,Personal Auto,Four-Door Car,415.803174,Oregon,F
DP13082,,,Bachelor,,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582,California,M
LP34743,,,Bachelor,,13037.0,124.0,0,Personal Auto,SUV,839.348464,Oregon,F
GO75708,,,Master,,17200.0,83.0,4,Personal Auto,Four-Door Car,48.780064,Arizona,F
UD99460,,,Bachelor,,67772.0,82.0,0,Personal Auto,Four-Door Car,502.580472,Washington,M
MJ77630,,,High School or Below,,39891.0,133.0,0,Personal Auto,SUV,630.888663,Oregon,M
OO49507,,,Doctor,,52957.0,112.0,0,Personal Auto,Luxury,425.423198,Washington,F
GB12561,,,College,,0.0,108.0,2,Corporate Auto,Luxury,777.6,Oregon,F
PW69692,,,College,,93272.0,95.0,0,Personal Auto,Four-Door Car,281.110788,Oregon,F
SM36624,,,High School or Below,,0.0,207.0,0,Personal Auto,Luxury,1490.4,Arizona,M
DA61021,,,Master,,40467.0,197.0,3,Personal Auto,Luxury,518.78464,California,M
KJ72146,,,Bachelor,,30895.0,62.0,0,Personal Auto,Four-Door Car,297.6,Oregon,M
XJ61632,,,Bachelor,,0.0,62.0,2,Personal Auto,Four-Door Car,446.4,Oregon,M
CO23919,,,Bachelor,,90607.0,109.0,0,Special Auto,SUV,243.467617,Oregon,F
PV24005,,,High School or Below,,0.0,62.0,0,Personal Auto,Four-Door Car,614.081483,Oregon,M
YD22081,,,College,,45668.0,80.0,0,Personal Auto,Four-Door Car,344.767795,Arizona,F
SG51259,,,High School or Below,,0.0,129.0,0,Personal Auto,SUV,1486.410662,California,F
OK31456,,,Bachelor,,51643.0,283.0,0,Corporate Auto,Luxury,1358.4,California,F
UN38117,,,College,,0.0,74.0,0,Personal Auto,Four-Door Car,299.635989,California,F
TN17395,,,College,,0.0,102.0,0,Personal Auto,SUV,489.6,California,M
UO49439,,,College,,90289.0,71.0,1,Personal Auto,Four-Door Car,22.193348,Oregon,M
JK13254,,,Bachelor,,29465.0,118.0,1,Personal Auto,SUV,566.4,Oregon,M
BL29240,,,Bachelor,,81893.0,73.0,3,Corporate Auto,Four-Door Car,151.381353,Oregon,M
IP81759,,,High School or Below,,60613.0,240.0,0,Personal Auto,Luxury,1152.0,Nevada,M
DY18947,,,High School or Below,,60423.0,114.0,0,Personal Auto,Four-Door Car,137.611531,Arizona,F
PY98041,,,Bachelor,,27166.0,71.0,0,Personal Auto,Four-Door Car,340.8,Oregon,M
GP99578,,,High School or Below,,0.0,196.0,0,Personal Auto,Luxury,1644.690622,Nevada,F
QB15706,,,College,,0.0,158.0,0,Special Auto,SUV,758.4,Washington,F
PY42157,,,High School or Below,,62006.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington,F
FM38725,,,High School or Below,,0.0,69.0,0,Personal Auto,Four-Door Car,764.201478,Oregon,F
QX84402,,,College,,13663.0,97.0,0,Corporate Auto,Four-Door Car,465.6,California,F
DH95491,,,High School or Below,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,California,M
JH36501,,,Doctor,,97673.0,63.0,0,Personal Auto,Four-Door Car,178.762806,Arizona,M
DG46291,,,High School or Below,,96276.0,117.0,0,Personal Auto,Four-Door Car,553.50361,Nevada,F
LY14355,,,High School or Below,,73847.0,73.0,1,Personal Auto,Two-Door Car,350.4,Washington,F
AU94279,,,High School or Below,,24976.0,72.0,1,Personal Auto,Two-Door Car,566.199335,California,M
AG62140,,,College,,33716.0,68.0,1,Personal Auto,Four-Door Car,349.431986,California,F
YK66939,,,College,,23480.0,117.0,0,Personal Auto,SUV,842.4,Arizona,F
BA75404,,,Doctor,,77221.0,71.0,0,Personal Auto,Four-Door Car,259.591385,Oregon,F
ZG10765,,,Bachelor,,0.0,76.0,0,Personal Auto,Four-Door Car,364.8,Nevada,F
TA22923,,,Master,,40463.0,61.0,0,Personal Auto,Four-Door Car,292.8,Arizona,M
OM55336,,,College,,60920.0,64.0,0,Personal Auto,Two-Door Car,231.201886,Nevada,M
MB60322,,,Doctor,,68931.0,66.0,0,Special Auto,Four-Door Car,309.577946,Arizona,F
FS97588,,,Bachelor,,88251.0,68.0,0,Personal Auto,Four-Door Car,267.214383,Oregon,F
OX73233,,,College,,0.0,65.0,0,Corporate Auto,Two-Door Car,468.0,Oregon,F
KR25511,,,High School or Below,,26876.0,76.0,0,Corporate Auto,Four-Door Car,364.8,Washington,M
PE39479,,,College,,88592.0,76.0,0,Corporate Auto,Four-Door Car,199.79727,Washington,M
AO46433,,,Bachelor,,0.0,114.0,1,Personal Auto,Four-Door Car,547.2,California,F
CD71502,,,High School or Below,,0.0,103.0,0,Personal Auto,SUV,642.773149,Arizona,M
ZS94723,,,High School or Below,,0.0,82.0,0,Personal Auto,Four-Door Car,590.4,Arizona,F
EV32492,,,Bachelor,,49136.0,64.0,0,Personal Auto,Four-Door Car,307.2,Arizona,M
IW27109,,,College,,0.0,68.0,0,Personal Auto,Two-Door Car,722.877299,Oregon,M
XX37955,,,College,,67627.0,117.0,0,Corporate Auto,SUV,561.6,Nevada,M
MO68226,,,College,,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946,California,F
HY86417,,,College,,74126.0,90.0,0,Corporate Auto,Two-Door Car,478.751065,Arizona,F
WI14444,,,High School or Below,,74286.0,70.0,0,Personal Auto,Two-Door Car,277.585067,California,F
XC72555,,,High School or Below,,97949.0,112.0,3,Personal Auto,SUV,324.812083,Oregon,F
SZ37147,,,Bachelor,,41005.0,70.0,0,Personal Auto,Four-Door Car,336.0,California,M
HF44881,,,High School or Below,,29875.0,119.0,1,Corporate Auto,Luxury,571.2,Arizona,M
GA98025,,,Bachelor,,26121.0,119.0,0,Personal Auto,SUV,754.115474,Arizona,M
LO57874,,,Bachelor,,25905.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon,M
VJ83206,,,College,,72117.0,70.0,0,Personal Auto,Four-Door Car,106.737787,California,M
CV35709,,,High School or Below,,81872.0,115.0,0,Corporate Auto,Four-Door Car,256.43803,Oregon,F
VX67206,,,Bachelor,,33806.0,89.0,0,Corporate Auto,Four-Door Car,395.729716,Oregon,F
WY38315,,,College,,0.0,106.0,0,Personal Auto,SUV,763.2,California,M
AY52869,,,College,,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6,California,M
PT29055,,,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,312.0,Oregon,F
HF62608,,,College,,44213.0,85.0,0,Personal Auto,Four-Door Car,77.523904,Oregon,F
PJ54354,,,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,366.212945,California,M
VW13019,,,College,,12902.0,139.0,0,Corporate Auto,Luxury,667.2,Nevada,F
PY80506,,,High School or Below,,78757.0,119.0,3,Personal Auto,Luxury,383.797363,Oregon,M
CF46699,,,Bachelor,,0.0,102.0,0,Personal Auto,SUV,660.430456,Oregon,M
SF15712,,,High School or Below,,51833.0,99.0,0,Personal Auto,Four-Door Car,190.509609,Oregon,M
MX69639,,,High School or Below,,30786.0,90.0,0,Personal Auto,Four-Door Car,28.649762,California,F
EZ41764,,,Bachelor,,76792.0,62.0,0,Personal Auto,Four-Door Car,297.6,California,M
BD58297,,,Bachelor,,76356.0,71.0,2,Personal Auto,Two-Door Car,340.8,California,F
FM55990,,,College,,66839.0,154.0,0,Personal Auto,Luxury,739.2,California,M
LZ89104,,,High School or Below,,59789.0,90.0,0,Personal Auto,Four-Door Car,527.539078,Oregon,M
CI38330,,,Bachelor,,72217.0,64.0,0,Personal Auto,Four-Door Car,91.146661,Washington,M
NT15165,,,Bachelor,,43324.0,101.0,0,Corporate Auto,Two-Door Car,284.667612,California,F
RQ77476,,,Bachelor,,87502.0,102.0,0,Personal Auto,Four-Door Car,421.111226,Oregon,M
QB15345,,,High School or Below,,0.0,74.0,0,Personal Auto,Four-Door Car,532.8,California,F
DX65548,,,College,,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8,Arizona,F
RI52095,,,High School or Below,,51878.0,66.0,1,Personal Auto,Four-Door Car,316.8,Washington,M
RK76184,,,College,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Arizona,M
EH86912,,,College,,28617.0,112.0,0,Personal Auto,SUV,797.595611,California,M
TJ90326,,,Doctor,,75037.0,85.0,2,Personal Auto,Four-Door Car,180.555113,California,F
ES93923,,,Bachelor,,24550.0,111.0,0,Personal Auto,Four-Door Car,536.00374,Oregon,F
BY23642,,,Bachelor,,0.0,64.0,0,Personal Auto,Two-Door Car,460.8,Arizona,F
CV64725,,,High School or Below,,55366.0,86.0,2,Personal Auto,Four-Door Car,455.714395,California,M
RN56430,,,High School or Below,,41449.0,69.0,1,Personal Auto,Two-Door Car,331.2,Nevada,F
PD32052,,,High School or Below,,51125.0,67.0,0,Personal Auto,Four-Door Car,430.29174,California,M
YG87460,,,College,,0.0,71.0,1,Personal Auto,Four-Door Car,244.587596,Arizona,M
BN90616,,,Bachelor,,63110.0,72.0,0,Personal Auto,Four-Door Car,68.179721,Washington,F
BH36973,,,College,,63401.0,68.0,0,Personal Auto,Four-Door Car,202.938048,Oregon,F
QN76156,,,College,,30752.0,73.0,0,Personal Auto,Four-Door Car,400.294003,Oregon,F
ZJ15114,,,High School or Below,,60986.0,67.0,0,Corporate Auto,Four-Door Car,417.781693,California,M
CM84035,,,College,,41692.0,101.0,1,Corporate Auto,Four-Door Car,245.968629,Arizona,M
TZ22914,,,Master,,12940.0,68.0,0,Personal Auto,Two-Door Car,268.1726,Oregon,M
MW80236,,,Master,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington,M
WO89464,,,Bachelor,,78618.0,66.0,0,Personal Auto,Two-Door Car,225.578841,Oregon,M
MK56815,,,College,,54538.0,119.0,0,Personal Auto,Four-Door Car,507.799325,California,M
LJ64287,,,High School or Below,,0.0,64.0,1,Personal Auto,Two-Door Car,774.737185,Nevada,M
UK86050,,,High School or Below,,76590.0,65.0,0,Personal Auto,Four-Door Car,183.293091,Arizona,F
TQ24692,,,High School or Below,,76214.0,72.0,0,Special Auto,Four-Door Car,202.81373,Oregon,M
QO16222,,,College,,0.0,196.0,2,Personal Auto,Luxury,2327.166394,California,F
SU86402,,,High School or Below,,25876.0,83.0,0,Personal Auto,Two-Door Car,398.4,Arizona,F
CI95726,,,High School or Below,,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0,Nevada,F
JE98863,,,Bachelor,,58713.0,98.0,0,Special Auto,Four-Door Car,470.4,Arizona,F
DD89544,,,Bachelor,,64929.0,240.0,3,Corporate Auto,Luxury,1261.672708,Arizona,M
HK28125,,,High School or Below,,0.0,85.0,1,Personal Auto,Four-Door Car,612.0,California,M
VT52978,,,High School or Below,,32857.0,105.0,0,Corporate Auto,Four-Door Car,504.0,Nevada,M
DU66620,,,College,,19065.0,61.0,0,Personal Auto,Two-Door Car,292.8,Nevada,M
YC83239,,,Bachelor,,0.0,83.0,0,Personal Auto,Two-Door Car,825.29011,Washington,F
VS40267,,,High School or Below,,25503.0,115.0,0,Personal Auto,SUV,552.0,California,M
WJ55369,,,High School or Below,,30250.0,93.0,0,Personal Auto,Four-Door Car,398.100233,Arizona,M
MZ23183,,,Bachelor,,0.0,63.0,0,Personal Auto,Four-Door Car,453.6,Oregon,M
DV58197,,,Bachelor,,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042,California,F
RZ97514,,,Master,,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,F
ET90029,,,Doctor,,14278.0,134.0,0,Personal Auto,Luxury,346.319404,Arizona,F
